,t,r,wdir,wind,qpf
2019-01-06 06:00:00,-6.979080287257034,40.098320200419785,229.76634576005932,3.1284784644874835,0.0
2019-01-06 12:00:00,-5.149066147725307,28.857408324426537,219.90741889780506,6.298934897091032,0.0
2019-01-06 18:00:00,-7.426043806653411,47.467532954706925,218.91305396612276,3.666566655816315,0.0
2019-01-07 00:00:00,-8.634260684743083,35.40278244018555,203.8108316219968,2.8972514503166615,0.0
2019-01-07 06:00:00,-9.091554700992788,58.31008906154017,175.22019838142805,3.2870259919512965,0.0003167999966535717
2019-01-07 12:00:00,-7.770895243908001,55.82877650383822,194.379345495583,6.401452225159191,0.19890719652175903
2019-01-07 18:00:00,-8.952672740003663,70.97056162432922,173.56429043368738,3.159563852495682,0.3098127245903015
